subject,trial,movement,noise,sound,tp_evt,fp_evt,fn_evt,se_evt,ppv_evt,f1_evt,n_pred,n_true,duration
55502,1,sit,someone_else_cough,throat_clearing,0,1,0,nan,0.0,0.0,1,0,10.16
55502,1,sit,traffic,cough,3,0,4,0.42857142857142855,1.0,0.6,7,7,6.21
55502,1,sit,traffic,laugh,0,0,0,nan,nan,nan,0,0,8.31
55502,1,sit,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,10.58
55502,1,sit,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,9.08
55502,1,walk,music,cough,10,1,8,0.5555555555555556,0.9090909090909091,0.6896551724137931,31,18,9.86
55502,1,walk,music,laugh,0,0,0,nan,nan,nan,0,0,8.6
55502,1,walk,music,deep_breathing,0,0,0,nan,nan,nan,0,0,9.58
55502,1,walk,music,throat_clearing,0,0,0,nan,nan,nan,0,0,10.82
55502,1,walk,nothing,cough,9,3,4,0.6923076923076923,0.75,0.72,19,13,8.49
55502,1,walk,nothing,laugh,0,1,0,nan,0.0,0.0,1,0,8.58
55502,1,walk,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,7.84
55502,1,walk,nothing,throat_clearing,0,1,0,nan,0.0,0.0,1,0,8.48
55502,1,walk,someone_else_cough,cough,13,3,3,0.8125,0.8125,0.8125,24,16,7.64
55502,1,walk,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,8.47
55502,1,walk,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,10.56
55502,1,walk,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,6.38
55502,1,walk,traffic,cough,11,3,8,0.5789473684210527,0.7857142857142857,0.6666666666666666,28,19,9.64
55502,1,walk,traffic,laugh,0,0,0,nan,nan,nan,0,0,8.82
55502,1,walk,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,8.99
55502,1,walk,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,8.8
55502,2,sit,music,cough,14,3,9,0.6086956521739131,0.8235294117647058,0.7,32,23,10.92
55502,2,sit,music,laugh,0,0,0,nan,nan,nan,0,0,10.08
55502,2,sit,music,deep_breathing,0,0,0,nan,nan,nan,0,0,8.56
55502,2,sit,music,throat_clearing,0,0,0,nan,nan,nan,0,0,8.39
55502,2,sit,nothing,cough,10,2,6,0.625,0.8333333333333334,0.7142857142857143,23,16,8.77
55502,2,sit,nothing,laugh,0,0,0,nan,nan,nan,0,0,8.42
55502,2,sit,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,9.24
55502,2,sit,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,11.13
55502,2,sit,someone_else_cough,cough,10,1,8,0.5555555555555556,0.9090909090909091,0.6896551724137931,24,18,10.15
55502,2,sit,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,9.89
55502,2,sit,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,8.21
55502,2,sit,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,8.34
55502,2,sit,traffic,cough,12,0,6,0.6666666666666666,1.0,0.8,26,18,8.36
55502,2,sit,traffic,laugh,0,0,0,nan,nan,nan,0,0,8.62
55502,2,sit,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,7.78
55502,2,sit,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,9.68
55502,2,walk,music,cough,13,2,8,0.6190476190476191,0.8666666666666667,0.7222222222222222,26,21,8.6
55502,2,walk,music,laugh,0,0,0,nan,nan,nan,0,0,9.52
55502,2,walk,music,deep_breathing,0,0,0,nan,nan,nan,0,0,10.47
55502,2,walk,music,throat_clearing,0,1,0,nan,0.0,0.0,2,0,10.14
55502,2,walk,nothing,cough,13,0,4,0.7647058823529411,1.0,0.8666666666666667,24,17,7.88
55502,2,walk,nothing,laugh,0,0,0,nan,nan,nan,0,0,8.78
55502,2,walk,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,7.82
55502,2,walk,nothing,throat_clearing,0,1,0,nan,0.0,0.0,1,0,6.7
55502,2,walk,someone_else_cough,cough,17,2,3,0.85,0.8947368421052632,0.8717948717948718,30,20,7.83
55502,2,walk,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,9.16
55502,2,walk,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,7.63
55502,2,walk,someone_else_cough,throat_clearing,0,1,0,nan,0.0,0.0,1,0,7.26
55502,2,walk,traffic,cough,15,0,5,0.75,1.0,0.8571428571428571,21,20,8.14
55502,2,walk,traffic,laugh,0,1,0,nan,0.0,0.0,1,0,9.58
55502,2,walk,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,7.86
55502,2,walk,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,7.44
55502,3,sit,music,cough,11,0,4,0.7333333333333333,1.0,0.8461538461538461,18,15,8.33
55502,3,sit,music,laugh,0,3,0,nan,0.0,0.0,3,0,10.24
55502,3,sit,music,deep_breathing,0,1,0,nan,0.0,0.0,1,0,10.2
55502,3,sit,music,throat_clearing,0,0,0,nan,nan,nan,0,0,11.84
55502,3,sit,nothing,cough,11,1,2,0.8461538461538461,0.9166666666666666,0.88,15,13,8.53
55502,3,sit,nothing,laugh,0,0,0,nan,nan,nan,0,0,6.99
55502,3,sit,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,8.08
55502,3,sit,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,9.3
55502,3,sit,someone_else_cough,cough,12,1,3,0.8,0.9230769230769231,0.8571428571428571,24,15,8.96
55502,3,sit,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,9.26
55502,3,sit,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,9.66
55502,3,sit,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,8.2
55502,3,sit,traffic,cough,9,1,8,0.5294117647058824,0.9,0.6666666666666666,22,17,9.27
55502,3,sit,traffic,laugh,0,0,0,nan,nan,nan,0,0,11.4
55502,3,sit,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,9.14
55502,3,sit,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,13.85
55502,3,walk,music,cough,13,3,13,0.5,0.8125,0.6190476190476191,35,26,12.56
55502,3,walk,music,laugh,0,0,0,nan,nan,nan,0,0,11.55
55502,3,walk,music,deep_breathing,0,0,0,nan,nan,nan,0,0,12.18
55502,3,walk,music,throat_clearing,0,3,0,nan,0.0,0.0,3,0,12.93
55502,3,walk,nothing,cough,10,3,6,0.625,0.7692307692307693,0.6896551724137931,23,16,9.65
55502,3,walk,nothing,laugh,0,0,0,nan,nan,nan,0,0,8.62
55502,3,walk,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,9.76
55502,3,walk,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,10.84
55502,3,walk,someone_else_cough,cough,12,1,10,0.5454545454545454,0.9230769230769231,0.6857142857142857,31,22,10.84
55502,3,walk,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,10.88
55502,3,walk,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,9.06
55502,3,walk,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,9.9
55502,3,walk,traffic,cough,16,5,9,0.64,0.7619047619047619,0.6956521739130435,33,25,12.92
55502,3,walk,traffic,laugh,0,0,0,nan,nan,nan,0,0,10.47
55502,3,walk,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,10.52
55502,3,walk,traffic,throat_clearing,0,1,0,nan,0.0,0.0,1,0,11.28
74768,1,sit,music,cough,5,3,7,0.4166666666666667,0.625,0.5,11,12,13.88
74768,1,sit,music,laugh,0,2,0,nan,0.0,0.0,2,0,13.03
74768,1,sit,music,deep_breathing,0,0,0,nan,nan,nan,0,0,11.44
74768,1,sit,music,throat_clearing,0,0,0,nan,nan,nan,0,0,11.11
74768,1,sit,nothing,cough,2,7,8,0.2,0.2222222222222222,0.21052631578947367,15,10,9.35
74768,1,sit,nothing,laugh,0,0,0,nan,nan,nan,0,0,9.99
74768,1,sit,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,13.02
74768,1,sit,nothing,throat_clearing,0,1,0,nan,0.0,0.0,1,0,11.01
74768,1,sit,someone_else_cough,cough,5,5,7,0.4166666666666667,0.5,0.45454545454545453,18,12,15.58
74768,1,sit,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,12.31
74768,1,sit,someone_else_cough,deep_breathing,0,1,0,nan,0.0,0.0,1,0,11.95
74768,1,sit,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,12.51
74768,1,sit,traffic,cough,6,0,4,0.6,1.0,0.75,13,10,8.52
74768,1,sit,traffic,laugh,0,1,0,nan,0.0,0.0,1,0,14.32
74768,1,sit,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,12.96
74768,1,sit,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,13.1
74768,1,walk,music,cough,11,1,4,0.7333333333333333,0.9166666666666666,0.8148148148148148,17,15,11.63
74768,1,walk,music,laugh,0,0,0,nan,nan,nan,0,0,12.64
74768,1,walk,music,deep_breathing,0,0,0,nan,nan,nan,0,0,11.71
74768,1,walk,music,throat_clearing,0,0,0,nan,nan,nan,0,0,10.52
74768,1,walk,nothing,cough,8,4,6,0.5714285714285714,0.6666666666666666,0.6153846153846154,23,14,10.48
74768,1,walk,nothing,laugh,0,0,0,nan,nan,nan,0,0,12.42
74768,1,walk,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,10.43
74768,1,walk,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,9.86
74768,1,walk,someone_else_cough,cough,8,1,5,0.6153846153846154,0.8888888888888888,0.7272727272727273,15,13,11.93
74768,1,walk,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,12.87
74768,1,walk,someone_else_cough,deep_breathing,0,1,0,nan,0.0,0.0,1,0,9.45
74768,1,walk,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,11.98
74768,1,walk,traffic,cough,7,3,8,0.4666666666666667,0.7,0.56,15,15,10.56
74768,1,walk,traffic,laugh,0,0,0,nan,nan,nan,0,0,11.87
74768,1,walk,traffic,deep_breathing,0,2,0,nan,0.0,0.0,2,0,11.64
74768,1,walk,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,9.56
74768,2,sit,music,cough,12,0,3,0.8,1.0,0.8888888888888888,24,15,10.22
74768,2,sit,music,laugh,0,0,0,nan,nan,nan,0,0,11.49
74768,2,sit,music,deep_breathing,0,0,0,nan,nan,nan,0,0,8.98
74768,2,sit,music,throat_clearing,0,0,0,nan,nan,nan,0,0,10.96
74768,2,sit,nothing,cough,11,1,0,1.0,0.9166666666666666,0.9565217391304348,18,11,7.5
74768,2,sit,nothing,laugh,0,0,0,nan,nan,nan,0,0,9.5
74768,2,sit,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,8.22
74768,2,sit,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,6.42
74768,2,sit,someone_else_cough,cough,7,3,8,0.4666666666666667,0.7,0.56,15,15,11.42
74768,2,sit,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,9.36
74768,2,sit,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,14.84
74768,2,sit,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,9.62
74768,2,sit,traffic,cough,10,2,2,0.8333333333333334,0.8333333333333334,0.8333333333333334,13,12,9.51
74768,2,sit,traffic,laugh,0,0,0,nan,nan,nan,0,0,9.41
74768,2,sit,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,10.43
74768,2,sit,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,8.54
74768,2,walk,music,cough,9,0,6,0.6,1.0,0.75,14,15,9.19
74768,2,walk,music,laugh,0,0,0,nan,nan,nan,0,0,8.92
74768,2,walk,music,deep_breathing,0,0,0,nan,nan,nan,0,0,9.97
74768,2,walk,music,throat_clearing,0,0,0,nan,nan,nan,0,0,9.41
74768,2,walk,nothing,cough,10,0,0,1.0,1.0,1.0,12,10,6.94
74768,2,walk,nothing,laugh,0,0,0,nan,nan,nan,0,0,10.03
74768,2,walk,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,8.1
74768,2,walk,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,8.89
74768,2,walk,someone_else_cough,cough,2,2,7,0.2222222222222222,0.5,0.3076923076923077,7,9,5.71
74768,2,walk,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,10.3
74768,2,walk,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,8.85
74768,2,walk,someone_else_cough,throat_clearing,0,1,0,nan,0.0,0.0,1,0,8.83
74768,2,walk,traffic,cough,10,0,2,0.8333333333333334,1.0,0.9090909090909091,17,12,8.76
74768,2,walk,traffic,laugh,0,0,0,nan,nan,nan,0,0,10.26
74768,2,walk,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,9.11
74768,2,walk,traffic,throat_clearing,0,2,0,nan,0.0,0.0,2,0,8.51
74768,3,sit,music,cough,9,0,8,0.5294117647058824,1.0,0.6923076923076923,17,17,9.85
74768,3,sit,music,laugh,0,0,0,nan,nan,nan,0,0,10.15
74768,3,sit,music,deep_breathing,0,0,0,nan,nan,nan,0,0,9.69
74768,3,sit,music,throat_clearing,0,0,0,nan,nan,nan,0,0,10.21
74768,3,sit,nothing,cough,7,1,2,0.7777777777777778,0.875,0.8235294117647058,13,9,7.29
74768,3,sit,nothing,laugh,0,1,0,nan,0.0,0.0,1,0,8.91
74768,3,sit,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,9.65
74768,3,sit,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,9.0
74768,3,sit,someone_else_cough,cough,7,1,4,0.6363636363636364,0.875,0.7368421052631579,11,11,7.71
74768,3,sit,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,7.21
74768,3,sit,someone_else_cough,throat_clearing,0,6,0,nan,0.0,0.0,8,0,6.67
74768,3,sit,traffic,cough,9,1,5,0.6428571428571429,0.9,0.75,17,14,9.29
74768,3,sit,traffic,laugh,0,0,0,nan,nan,nan,0,0,9.24
74768,3,sit,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,9.55
74768,3,sit,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,9.3
74768,3,walk,music,cough,4,1,8,0.3333333333333333,0.8,0.47058823529411764,7,12,8.21
74768,3,walk,music,laugh,0,0,0,nan,nan,nan,0,0,10.79
74768,3,walk,music,deep_breathing,0,0,0,nan,nan,nan,0,0,7.63
74768,3,walk,music,throat_clearing,0,0,0,nan,nan,nan,0,0,9.77
74768,3,walk,nothing,cough,5,2,5,0.5,0.7142857142857143,0.5882352941176471,15,10,5.53
74768,3,walk,nothing,laugh,0,0,0,nan,nan,nan,0,0,10.09
74768,3,walk,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,9.05
74768,3,walk,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,7.39
74768,3,walk,someone_else_cough,cough,7,0,5,0.5833333333333334,1.0,0.7368421052631579,15,12,8.91
74768,3,walk,someone_else_cough,laugh,0,1,0,nan,0.0,0.0,1,0,10.74
74768,3,walk,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,7.71
74768,3,walk,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,8.79
74768,3,walk,traffic,cough,13,0,1,0.9285714285714286,1.0,0.9629629629629629,16,14,8.42
74768,3,walk,traffic,laugh,0,0,0,nan,nan,nan,0,0,10.23
74768,3,walk,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,8.72
74768,3,walk,traffic,throat_clearing,0,5,0,nan,0.0,0.0,5,0,9.08
76918,1,sit,music,cough,12,0,1,0.9230769230769231,1.0,0.96,18,13,7.71
76918,1,sit,music,laugh,0,0,0,nan,nan,nan,0,0,12.82
76918,1,sit,music,deep_breathing,0,0,0,nan,nan,nan,0,0,10.66
76918,1,sit,music,throat_clearing,0,0,0,nan,nan,nan,0,0,11.6
76918,1,sit,nothing,cough,9,1,3,0.75,0.9,0.8181818181818182,20,12,8.4
76918,1,sit,nothing,laugh,0,0,0,nan,nan,nan,0,0,8.99
76918,1,sit,nothing,deep_breathing,0,1,0,nan,0.0,0.0,1,0,10.09
76918,1,sit,nothing,throat_clearing,0,4,0,nan,0.0,0.0,4,0,11.73
76918,1,sit,someone_else_cough,cough,8,2,2,0.8,0.8,0.8,17,10,7.27
76918,1,sit,someone_else_cough,laugh,0,1,0,nan,0.0,0.0,1,0,8.76
76918,1,sit,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,12.61
76918,1,sit,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,9.12
76918,1,sit,traffic,cough,9,1,3,0.75,0.9,0.8181818181818182,10,12,9.1
76918,1,sit,traffic,laugh,0,0,0,nan,nan,nan,0,0,10.87
76918,1,sit,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,13.54
76918,1,sit,traffic,throat_clearing,0,5,0,nan,0.0,0.0,5,0,9.41
76918,1,walk,music,cough,8,2,6,0.5714285714285714,0.8,0.6666666666666666,12,15,9.09
76918,1,walk,music,laugh,0,3,0,nan,0.0,0.0,3,0,10.8
76918,1,walk,music,deep_breathing,0,0,0,nan,nan,nan,0,0,10.52
76918,1,walk,music,throat_clearing,0,0,0,nan,nan,nan,0,0,10.44
76918,1,walk,nothing,cough,10,1,4,0.7142857142857143,0.9090909090909091,0.8,23,14,8.33
76918,1,walk,nothing,laugh,0,0,0,nan,nan,nan,0,0,8.64
76918,1,walk,nothing,deep_breathing,0,1,0,nan,0.0,0.0,1,0,11.9
76918,1,walk,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,9.55
76918,1,walk,someone_else_cough,cough,7,3,3,0.7,0.7,0.7,12,10,8.09
76918,1,walk,someone_else_cough,laugh,0,1,0,nan,0.0,0.0,1,0,10.4
76918,1,walk,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,10.92
76918,1,walk,someone_else_cough,throat_clearing,0,1,0,nan,0.0,0.0,1,0,10.95
76918,1,walk,traffic,cough,6,1,4,0.6,0.8571428571428571,0.7058823529411765,12,10,6.45
76918,1,walk,traffic,laugh,0,1,0,nan,0.0,0.0,1,0,8.71
76918,1,walk,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,9.21
76918,1,walk,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,10.21
76918,2,sit,music,cough,9,2,3,0.75,0.8181818181818182,0.782608695652174,17,12,8.48
76918,2,sit,music,laugh,0,2,0,nan,0.0,0.0,2,0,11.68
76918,2,sit,music,deep_breathing,0,0,0,nan,nan,nan,0,0,12.77
76918,2,sit,music,throat_clearing,0,1,0,nan,0.0,0.0,2,0,13.93
76918,2,sit,nothing,cough,8,3,6,0.5714285714285714,0.7272727272727273,0.64,27,14,10.66
76918,2,sit,nothing,laugh,0,0,0,nan,nan,nan,0,0,8.26
76918,2,sit,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,9.85
76918,2,sit,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,9.78
76918,2,sit,someone_else_cough,cough,6,4,3,0.6666666666666666,0.6,0.631578947368421,12,9,8.46
76918,2,sit,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,10.8
76918,2,sit,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,10.99
76918,2,sit,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,10.9
76918,2,sit,traffic,cough,11,1,5,0.6875,0.9166666666666666,0.7857142857142857,23,16,11.12
76918,2,sit,traffic,laugh,0,0,0,nan,nan,nan,0,0,10.64
76918,2,sit,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,9.51
76918,2,sit,traffic,throat_clearing,0,2,0,nan,0.0,0.0,2,0,11.89
76918,2,walk,music,cough,8,0,5,0.6153846153846154,1.0,0.7619047619047619,21,14,10.02
76918,2,walk,music,laugh,0,1,0,nan,0.0,0.0,1,0,11.35
76918,2,walk,music,deep_breathing,0,0,0,nan,nan,nan,0,0,12.37
76918,2,walk,music,throat_clearing,0,3,0,nan,0.0,0.0,3,0,17.0
76918,2,walk,nothing,cough,9,0,4,0.6923076923076923,1.0,0.8181818181818182,14,14,7.88
76918,2,walk,nothing,laugh,0,0,0,nan,nan,nan,0,0,9.83
76918,2,walk,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,10.84
76918,2,walk,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,10.19
76918,2,walk,someone_else_cough,cough,7,2,3,0.7,0.7777777777777778,0.7368421052631579,17,10,7.33
76918,2,walk,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,12.88
76918,2,walk,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,11.56
76918,2,walk,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,12.91
76918,2,walk,traffic,cough,8,0,11,0.42105263157894735,1.0,0.5925925925925926,21,19,12.27
76918,2,walk,traffic,laugh,0,0,0,nan,nan,nan,0,0,9.38
76918,2,walk,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,11.71
76918,2,walk,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,14.41
76918,3,sit,music,cough,9,4,5,0.6428571428571429,0.6923076923076923,0.6666666666666666,24,14,10.36
76918,3,sit,music,laugh,0,0,0,nan,nan,nan,0,0,15.46
76918,3,sit,music,deep_breathing,0,0,0,nan,nan,nan,0,0,14.03
76918,3,sit,music,throat_clearing,0,3,0,nan,0.0,0.0,3,0,17.47
76918,3,sit,nothing,cough,10,2,9,0.5263157894736842,0.8333333333333334,0.6451612903225806,18,19,10.61
76918,3,sit,nothing,laugh,0,2,0,nan,0.0,0.0,2,0,11.65
76918,3,sit,nothing,deep_breathing,0,2,0,nan,0.0,0.0,2,0,13.18
76918,3,sit,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,9.27
76918,3,sit,someone_else_cough,cough,10,0,2,0.8333333333333334,1.0,0.9090909090909091,17,12,6.98
76918,3,sit,someone_else_cough,laugh,0,1,0,nan,0.0,0.0,1,0,10.22
76918,3,sit,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,12.03
76918,3,sit,someone_else_cough,throat_clearing,0,2,0,nan,0.0,0.0,2,0,10.42
76918,3,sit,traffic,cough,15,0,4,0.7894736842105263,1.0,0.8823529411764706,26,19,9.29
76918,3,sit,traffic,laugh,0,0,0,nan,nan,nan,0,0,13.32
76918,3,sit,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,12.64
76918,3,sit,traffic,throat_clearing,0,1,0,nan,0.0,0.0,1,0,11.61
76918,3,walk,music,cough,12,1,4,0.75,0.9230769230769231,0.8275862068965517,19,16,8.47
76918,3,walk,music,laugh,0,0,0,nan,nan,nan,0,0,14.0
76918,3,walk,music,deep_breathing,0,0,0,nan,nan,nan,0,0,13.96
76918,3,walk,music,throat_clearing,0,0,0,nan,nan,nan,0,0,16.26
76918,3,walk,nothing,cough,12,3,6,0.6666666666666666,0.8,0.7272727272727273,23,18,10.73
76918,3,walk,nothing,laugh,0,0,0,nan,nan,nan,0,0,12.64
76918,3,walk,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,12.25
76918,3,walk,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,12.33
76918,3,walk,someone_else_cough,cough,8,3,11,0.42105263157894735,0.7272727272727273,0.5333333333333333,20,19,12.74
76918,3,walk,someone_else_cough,laugh,0,1,0,nan,0.0,0.0,1,0,11.32
76918,3,walk,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,10.91
76918,3,walk,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,10.36
76918,3,walk,traffic,cough,9,0,5,0.6428571428571429,1.0,0.782608695652174,16,14,7.65
76918,3,walk,traffic,laugh,0,0,0,nan,nan,nan,0,0,11.09
76918,3,walk,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,12.1
76918,3,walk,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,14.9
84479,1,sit,music,cough,11,0,4,0.7333333333333333,1.0,0.8461538461538461,13,13,8.68
84479,1,sit,music,laugh,0,1,0,nan,0.0,0.0,1,0,11.69
84479,1,sit,music,deep_breathing,0,1,0,nan,0.0,0.0,1,0,11.57
84479,1,sit,music,throat_clearing,0,0,0,nan,nan,nan,0,0,10.79
84479,1,sit,nothing,cough,11,2,1,0.9166666666666666,0.8461538461538461,0.88,22,12,9.2
84479,1,sit,nothing,laugh,0,0,0,nan,nan,nan,0,0,1.67
84479,1,sit,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,10.74
84479,1,sit,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,10.72
84479,1,sit,someone_else_cough,cough,9,1,0,1.0,0.9,0.9473684210526315,16,9,8.25
84479,1,sit,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,9.14
84479,1,sit,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,10.0
84479,1,sit,someone_else_cough,throat_clearing,0,2,0,nan,0.0,0.0,2,0,9.36
84479,1,sit,traffic,cough,7,2,3,0.7,0.7777777777777778,0.7368421052631579,22,10,9.58
84479,1,sit,traffic,laugh,0,0,0,nan,nan,nan,0,0,10.08
84479,1,sit,traffic,deep_breathing,0,2,0,nan,0.0,0.0,2,0,11.47
84479,1,sit,traffic,throat_clearing,0,4,0,nan,0.0,0.0,4,0,16.63
84479,1,walk,music,cough,5,3,9,0.35714285714285715,0.625,0.45454545454545453,18,14,10.58
84479,1,walk,music,laugh,0,0,0,nan,nan,nan,0,0,11.3
84479,1,walk,music,deep_breathing,0,1,0,nan,0.0,0.0,1,0,11.56
84479,1,walk,music,throat_clearing,0,1,0,nan,0.0,0.0,1,0,10.35
84479,1,walk,nothing,cough,11,0,1,0.9166666666666666,1.0,0.9565217391304348,17,12,8.15
84479,1,walk,nothing,laugh,0,0,0,nan,nan,nan,0,0,9.43
84479,1,walk,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,11.17
84479,1,walk,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,11.49
84479,1,walk,someone_else_cough,cough,7,2,6,0.5384615384615384,0.7777777777777778,0.6363636363636364,18,13,9.91
84479,1,walk,someone_else_cough,laugh,0,4,0,nan,0.0,0.0,6,0,10.59
84479,1,walk,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,10.47
84479,1,walk,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,9.98
84479,1,walk,traffic,cough,10,1,1,0.9090909090909091,0.9090909090909091,0.9090909090909091,18,11,7.08
84479,1,walk,traffic,laugh,0,0,0,nan,nan,nan,0,0,8.95
84479,1,walk,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,10.32
84479,1,walk,traffic,throat_clearing,0,5,0,nan,0.0,0.0,6,0,10.47
84479,2,sit,music,cough,11,3,3,0.7857142857142857,0.7857142857142857,0.7857142857142857,22,14,10.83
84479,2,sit,music,laugh,0,0,0,nan,nan,nan,0,0,10.19
84479,2,sit,music,deep_breathing,0,0,0,nan,nan,nan,0,0,9.52
84479,2,sit,music,throat_clearing,0,0,0,nan,nan,nan,0,0,10.08
84479,2,sit,nothing,cough,6,1,5,0.5454545454545454,0.8571428571428571,0.6666666666666666,14,11,10.72
84479,2,sit,nothing,laugh,0,0,0,nan,nan,nan,0,0,9.99
84479,2,sit,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,10.96
