subject,trial,movement,noise,sound,tp_evt,fp_evt,fn_evt,se_evt,ppv_evt,f1_evt,n_pred,n_true,duration
20794,2,walk,music,deep_breathing,0,0,0,nan,nan,nan,0,0,10.9
20794,2,walk,music,throat_clearing,0,0,0,nan,nan,nan,0,0,13.96
20794,2,walk,nothing,cough,10,1,2,0.8333333333333334,0.9090909090909091,0.8695652173913043,15,12,9.44
20794,2,walk,nothing,laugh,0,0,0,nan,nan,nan,0,0,12.06
20794,2,walk,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,10.38
20794,2,walk,nothing,throat_clearing,0,1,0,nan,0.0,0.0,1,0,8.92
20794,2,walk,someone_else_cough,cough,9,2,3,0.75,0.8181818181818182,0.782608695652174,17,12,10.31
20794,2,walk,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,11.23
20794,2,walk,someone_else_cough,deep_breathing,0,1,0,nan,0.0,0.0,1,0,13.99
20794,2,walk,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,12.28
20794,2,walk,traffic,cough,8,2,5,0.6153846153846154,0.8,0.6956521739130435,18,13,13.99
20794,2,walk,traffic,laugh,0,0,0,nan,nan,nan,0,0,10.64
20794,2,walk,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,17.18
20794,2,walk,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,15.89
38936,1,sit,music,cough,10,1,5,0.6666666666666666,0.9090909090909091,0.7692307692307693,16,16,9.98
38936,1,sit,music,laugh,0,1,0,nan,0.0,0.0,1,0,9.96
38936,1,sit,music,deep_breathing,0,0,0,nan,nan,nan,0,0,9.7
38936,1,sit,music,throat_clearing,0,0,0,nan,nan,nan,0,0,8.36
38936,1,sit,nothing,cough,12,0,3,0.8,1.0,0.8888888888888888,13,15,8.8
38936,1,sit,nothing,laugh,0,0,0,nan,nan,nan,0,0,9.84
38936,1,sit,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,9.33
38936,1,sit,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,9.88
38936,1,sit,someone_else_cough,cough,8,1,3,0.7272727272727273,0.8888888888888888,0.8,19,11,6.59
38936,1,sit,someone_else_cough,laugh,0,5,0,nan,0.0,0.0,5,0,12.2
38936,1,sit,someone_else_cough,deep_breathing,0,2,0,nan,0.0,0.0,2,0,11.4
38936,1,sit,someone_else_cough,throat_clearing,0,1,0,nan,0.0,0.0,1,0,8.68
38936,1,sit,traffic,cough,11,2,9,0.55,0.8461538461538461,0.6666666666666666,28,20,12.88
38936,1,sit,traffic,laugh,0,1,0,nan,0.0,0.0,1,0,8.82
38936,1,sit,traffic,deep_breathing,0,1,0,nan,0.0,0.0,1,0,11.16
38936,1,sit,traffic,throat_clearing,0,3,0,nan,0.0,0.0,3,0,9.27
38936,1,walk,music,cough,7,4,3,0.7,0.6363636363636364,0.6666666666666666,16,10,7.71
38936,1,walk,music,laugh,0,3,0,nan,0.0,0.0,4,0,10.27
38936,1,walk,music,deep_breathing,0,0,0,nan,nan,nan,0,0,9.76
38936,1,walk,music,throat_clearing,0,0,0,nan,nan,nan,0,0,12.98
38936,1,walk,nothing,cough,12,0,0,1.0,1.0,1.0,15,12,7.44
38936,1,walk,nothing,laugh,0,0,0,nan,nan,nan,0,0,9.21
38936,1,walk,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,11.4
38936,1,walk,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,11.27
38936,1,walk,someone_else_cough,cough,14,3,1,0.9333333333333333,0.8235294117647058,0.875,27,15,9.27
38936,1,walk,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,8.1
38936,1,walk,someone_else_cough,deep_breathing,0,2,0,nan,0.0,0.0,2,0,10.15
38936,1,walk,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,8.83
38936,1,walk,traffic,cough,7,1,5,0.5833333333333334,0.875,0.7,9,12,7.98
38936,1,walk,traffic,laugh,0,0,0,nan,nan,nan,0,0,8.72
38936,1,walk,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,10.84
38936,1,walk,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,9.77
38936,2,sit,music,cough,7,6,8,0.4666666666666667,0.5384615384615384,0.5,23,15,12.43
38936,2,sit,music,laugh,0,0,0,nan,nan,nan,0,0,11.07
38936,2,sit,music,deep_breathing,0,0,0,nan,nan,nan,0,0,12.76
38936,2,sit,music,throat_clearing,0,2,0,nan,0.0,0.0,2,0,9.92
38936,2,sit,nothing,cough,10,4,5,0.6666666666666666,0.7142857142857143,0.6896551724137931,24,15,11.8
38936,2,sit,nothing,laugh,0,5,0,nan,0.0,0.0,5,0,9.26
38936,2,sit,nothing,deep_breathing,0,1,0,nan,0.0,0.0,1,0,10.08
38936,2,sit,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,10.0
38936,2,sit,someone_else_cough,cough,6,3,6,0.5,0.6666666666666666,0.5714285714285714,14,12,8.62
38936,2,sit,someone_else_cough,laugh,0,1,0,nan,0.0,0.0,1,0,10.34
38936,2,sit,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,9.45
38936,2,sit,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,12.87
38936,2,sit,traffic,cough,6,4,5,0.5454545454545454,0.6,0.5714285714285714,16,11,8.38
38936,2,sit,traffic,laugh,0,0,0,nan,nan,nan,0,0,9.3
38936,2,sit,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,9.61
38936,2,sit,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,9.17
38936,2,walk,music,cough,11,0,2,0.8461538461538461,1.0,0.9166666666666666,17,13,8.67
38936,2,walk,music,laugh,0,0,0,nan,nan,nan,0,0,15.04
38936,2,walk,music,deep_breathing,0,0,0,nan,nan,nan,0,0,11.9
38936,2,walk,music,throat_clearing,0,0,0,nan,nan,nan,0,0,9.04
38936,2,walk,nothing,cough,10,4,4,0.7142857142857143,0.7142857142857143,0.7142857142857143,17,14,9.52
38936,2,walk,nothing,laugh,0,0,0,nan,nan,nan,0,0,10.24
38936,2,walk,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,11.35
38936,2,walk,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,12.06
38936,2,walk,someone_else_cough,cough,7,2,8,0.4666666666666667,0.7777777777777778,0.5833333333333334,17,15,11.1
38936,2,walk,someone_else_cough,laugh,0,2,0,nan,0.0,0.0,2,0,10.5
38936,2,walk,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,9.94
38936,2,walk,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,10.14
38936,2,walk,traffic,cough,10,5,5,0.6666666666666666,0.6666666666666666,0.6666666666666666,19,15,10.87
38936,2,walk,traffic,laugh,0,3,0,nan,0.0,0.0,3,0,10.6
38936,2,walk,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,10.91
38936,2,walk,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,12.05
38936,3,sit,music,cough,8,3,6,0.5714285714285714,0.7272727272727273,0.64,16,14,9.95
38936,3,sit,music,laugh,0,2,0,nan,0.0,0.0,2,0,9.83
38936,3,sit,music,deep_breathing,0,1,0,nan,0.0,0.0,1,0,11.74
38936,3,sit,music,throat_clearing,0,1,0,nan,0.0,0.0,1,0,11.79
38936,3,sit,nothing,cough,9,2,4,0.6923076923076923,0.8181818181818182,0.75,19,13,8.59
38936,3,sit,nothing,laugh,0,1,0,nan,0.0,0.0,1,0,11.51
38936,3,sit,nothing,deep_breathing,0,1,0,nan,0.0,0.0,1,0,8.62
38936,3,sit,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,11.25
38936,3,sit,someone_else_cough,cough,11,3,5,0.6875,0.7857142857142857,0.7333333333333333,27,16,11.65
38936,3,sit,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,8.19
38936,3,sit,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,9.66
38936,3,sit,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,9.1
38936,3,sit,traffic,cough,9,2,5,0.6428571428571429,0.8181818181818182,0.72,17,14,8.65
38936,3,sit,traffic,laugh,0,0,0,nan,nan,nan,0,0,12.02
38936,3,sit,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,9.8
38936,3,sit,traffic,throat_clearing,0,1,0,nan,0.0,0.0,1,0,9.63
38936,3,walk,music,cough,9,4,7,0.5625,0.6923076923076923,0.6206896551724138,23,16,11.46
38936,3,walk,music,laugh,0,2,0,nan,0.0,0.0,2,0,13.62
38936,3,walk,music,deep_breathing,0,0,0,nan,nan,nan,0,0,12.78
38936,3,walk,music,throat_clearing,0,0,0,nan,nan,nan,0,0,11.66
38936,3,walk,nothing,cough,8,5,7,0.5333333333333333,0.6153846153846154,0.5714285714285714,15,15,9.52
38936,3,walk,nothing,laugh,0,0,0,nan,nan,nan,0,0,10.07
38936,3,walk,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,11.83
38936,3,walk,nothing,throat_clearing,0,2,0,nan,0.0,0.0,2,0,14.66
38936,3,walk,someone_else_cough,cough,9,5,5,0.6428571428571429,0.6428571428571429,0.6428571428571429,27,14,10.06
38936,3,walk,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,10.51
38936,3,walk,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,9.84
38936,3,walk,someone_else_cough,throat_clearing,0,1,0,nan,0.0,0.0,1,0,10.42
38936,3,walk,traffic,cough,6,4,9,0.4,0.6,0.48,17,15,12.53
38936,3,walk,traffic,laugh,0,0,0,nan,nan,nan,0,0,14.58
38936,3,walk,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,10.41
38936,3,walk,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,9.65
47779,1,sit,music,cough,13,1,5,0.7222222222222222,0.9285714285714286,0.8125,20,15,8.71
47779,1,sit,music,laugh,0,0,0,nan,nan,nan,0,0,7.67
47779,1,sit,music,deep_breathing,0,1,0,nan,0.0,0.0,1,0,13.06
47779,1,sit,music,throat_clearing,0,0,0,nan,nan,nan,0,0,9.13
47779,1,sit,nothing,cough,13,2,0,1.0,0.8666666666666667,0.9285714285714286,25,13,8.11
47779,1,sit,nothing,laugh,0,1,0,nan,0.0,0.0,1,0,10.19
47779,1,sit,nothing,deep_breathing,0,1,0,nan,0.0,0.0,1,0,10.08
47779,1,sit,nothing,throat_clearing,0,3,0,nan,0.0,0.0,3,0,8.02
47779,1,sit,someone_else_cough,cough,11,2,3,0.7857142857142857,0.8461538461538461,0.8148148148148148,22,14,8.64
47779,1,sit,someone_else_cough,laugh,0,6,0,nan,0.0,0.0,6,0,7.89
47779,1,sit,someone_else_cough,deep_breathing,0,3,0,nan,0.0,0.0,3,0,11.49
47779,1,sit,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,8.96
47779,1,sit,traffic,cough,10,4,6,0.625,0.7142857142857143,0.6666666666666666,21,16,10.85
47779,1,sit,traffic,laugh,0,0,0,nan,nan,nan,0,0,9.32
47779,1,sit,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,14.83
47779,1,sit,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,8.92
47779,1,walk,music,cough,6,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,13,9,8.28
47779,1,walk,music,laugh,0,0,0,nan,nan,nan,0,0,7.75
47779,1,walk,music,deep_breathing,0,0,0,nan,nan,nan,0,0,9.09
47779,1,walk,music,throat_clearing,0,0,0,nan,nan,nan,0,0,7.1
47779,1,walk,nothing,cough,11,1,2,0.8461538461538461,0.9166666666666666,0.88,21,13,8.88
47779,1,walk,nothing,laugh,0,0,0,nan,nan,nan,0,0,8.69
47779,1,walk,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,11.6
47779,1,walk,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,9.34
47779,1,walk,someone_else_cough,cough,9,0,3,0.75,1.0,0.8571428571428571,12,12,8.21
47779,1,walk,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,8.6
47779,1,walk,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,8.75
47779,1,walk,someone_else_cough,throat_clearing,0,3,0,nan,0.0,0.0,3,0,10.05
47779,1,walk,traffic,cough,9,0,3,0.75,1.0,0.8571428571428571,17,12,8.55
47779,1,walk,traffic,laugh,0,0,0,nan,nan,nan,0,0,8.96
47779,1,walk,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,9.65
47779,1,walk,traffic,throat_clearing,0,1,0,nan,0.0,0.0,1,0,9.86
47779,2,sit,music,cough,10,1,0,1.0,0.9090909090909091,0.9523809523809523,11,10,7.18
47779,2,sit,music,laugh,0,0,0,nan,nan,nan,1,0,6.05
47779,2,sit,music,deep_breathing,0,0,0,nan,nan,nan,0,0,9.05
47779,2,sit,music,throat_clearing,0,0,0,nan,nan,nan,0,0,5.35
47779,2,sit,nothing,cough,10,0,3,0.7692307692307693,1.0,0.8695652173913043,19,13,8.84
47779,2,sit,nothing,laugh,0,1,0,nan,0.0,0.0,1,0,8.46
47779,2,sit,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,9.2
47779,2,sit,nothing,throat_clearing,0,1,0,nan,0.0,0.0,1,0,7.23
47779,2,sit,someone_else_cough,cough,11,1,1,0.9166666666666666,0.9166666666666666,0.9166666666666666,18,12,7.23
47779,2,sit,someone_else_cough,laugh,0,3,0,nan,0.0,0.0,6,0,7.07
47779,2,sit,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,10.45
47779,2,sit,someone_else_cough,throat_clearing,0,1,0,nan,0.0,0.0,1,0,6.87
47779,2,sit,traffic,cough,8,0,5,0.6153846153846154,1.0,0.7619047619047619,18,13,8.14
47779,2,sit,traffic,laugh,0,0,0,nan,nan,nan,0,0,7.94
47779,2,sit,traffic,deep_breathing,0,2,0,nan,0.0,0.0,2,0,10.25
47779,2,sit,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,9.51
47779,2,walk,music,cough,8,5,4,0.6666666666666666,0.6153846153846154,0.64,20,12,8.26
47779,2,walk,music,laugh,0,0,0,nan,nan,nan,0,0,7.52
47779,2,walk,music,deep_breathing,0,0,0,nan,nan,nan,0,0,10.1
47779,2,walk,music,throat_clearing,0,0,0,nan,nan,nan,0,0,8.6
47779,2,walk,nothing,cough,12,1,2,0.8571428571428571,0.9230769230769231,0.8888888888888888,23,14,8.0
47779,2,walk,nothing,laugh,0,0,0,nan,nan,nan,0,0,9.85
47779,2,walk,nothing,deep_breathing,0,1,0,nan,0.0,0.0,1,0,10.2
47779,2,walk,nothing,throat_clearing,0,1,0,nan,0.0,0.0,1,0,7.82
47779,2,walk,someone_else_cough,cough,10,1,2,0.8333333333333334,0.9090909090909091,0.8695652173913043,22,12,7.71
47779,2,walk,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,8.93
47779,2,walk,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,10.57
47779,2,walk,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,8.11
47779,2,walk,traffic,cough,10,2,4,0.7142857142857143,0.8333333333333334,0.7692307692307693,21,14,8.45
47779,2,walk,traffic,laugh,0,1,0,nan,0.0,0.0,1,0,9.72
47779,2,walk,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,11.66
47779,2,walk,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,9.6
47779,3,sit,music,cough,12,2,1,0.9230769230769231,0.8571428571428571,0.8888888888888888,21,13,8.71
47779,3,sit,music,laugh,0,0,0,nan,nan,nan,0,0,9.36
47779,3,sit,music,deep_breathing,0,0,0,nan,nan,nan,0,0,13.45
47779,3,sit,music,throat_clearing,0,0,0,nan,nan,nan,0,0,9.56
47779,3,sit,nothing,cough,10,1,1,0.9090909090909091,0.9090909090909091,0.9090909090909091,17,11,6.87
47779,3,sit,nothing,laugh,0,0,0,nan,nan,nan,0,0,9.36
47779,3,sit,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,12.08
47779,3,sit,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,7.93
47779,3,sit,someone_else_cough,cough,11,0,1,0.9166666666666666,1.0,0.9565217391304348,13,12,7.57
47779,3,sit,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,8.77
47779,3,sit,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,13.95
47779,3,sit,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,9.28
47779,3,sit,traffic,cough,10,1,3,0.7692307692307693,0.9090909090909091,0.8333333333333334,17,13,8.1
47779,3,sit,traffic,laugh,0,0,0,nan,nan,nan,0,0,9.67
47779,3,sit,traffic,deep_breathing,0,1,0,nan,0.0,0.0,1,0,11.74
47779,3,sit,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,9.51
47779,3,walk,music,cough,8,3,6,0.5714285714285714,0.7272727272727273,0.64,29,14,10.88
47779,3,walk,music,laugh,0,0,0,nan,nan,nan,0,0,10.39
47779,3,walk,music,deep_breathing,0,0,0,nan,nan,nan,0,0,11.19
47779,3,walk,music,throat_clearing,0,0,0,nan,nan,nan,0,0,10.85
47779,3,walk,nothing,cough,10,1,6,0.625,0.9090909090909091,0.7407407407407407,16,16,10.57
47779,3,walk,nothing,laugh,0,0,0,nan,nan,nan,0,0,10.47
47779,3,walk,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,12.46
47779,3,walk,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,10.39
47779,3,walk,someone_else_cough,cough,12,1,8,0.6,0.9230769230769231,0.7272727272727273,20,20,10.15
47779,3,walk,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,11.22
47779,3,walk,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,12.89
47779,3,walk,someone_else_cough,throat_clearing,0,1,0,nan,0.0,0.0,1,0,10.88
47779,3,walk,traffic,cough,10,3,7,0.5882352941176471,0.7692307692307693,0.6666666666666666,20,17,9.84
47779,3,walk,traffic,laugh,0,0,0,nan,nan,nan,0,0,10.49
47779,3,walk,traffic,deep_breathing,0,1,0,nan,0.0,0.0,1,0,11.93
47779,3,walk,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,10.49
49661,1,sit,music,cough,4,1,4,0.5,0.8,0.6153846153846154,11,8,6.85
49661,1,sit,music,laugh,0,0,0,nan,nan,nan,0,0,10.63
49661,1,sit,music,deep_breathing,0,0,0,nan,nan,nan,0,0,12.81
49661,1,sit,music,throat_clearing,0,0,0,nan,nan,nan,0,0,11.71
49661,1,sit,nothing,cough,5,3,5,0.5,0.625,0.5555555555555556,16,10,9.08
49661,1,sit,nothing,laugh,0,0,0,nan,nan,nan,0,0,10.03
49661,1,sit,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,12.89
49661,1,sit,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,8.22
49661,1,sit,someone_else_cough,cough,6,6,7,0.46153846153846156,0.5,0.48,17,13,12.8
49661,1,sit,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,9.76
49661,1,sit,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,11.46
49661,1,sit,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,10.4
49661,1,sit,traffic,cough,8,3,5,0.6153846153846154,0.7272727272727273,0.6666666666666666,14,13,10.8
49661,1,sit,traffic,laugh,0,0,0,nan,nan,nan,0,0,11.59
49661,1,sit,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,14.12
49661,1,sit,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,13.55
49661,1,walk,music,cough,8,5,3,0.7272727272727273,0.6153846153846154,0.6666666666666666,14,11,9.35
49661,1,walk,music,laugh,0,0,0,nan,nan,nan,0,0,11.02
49661,1,walk,music,deep_breathing,0,0,0,nan,nan,nan,0,0,13.02
49661,1,walk,music,throat_clearing,0,0,0,nan,nan,nan,0,0,12.47
49661,1,walk,nothing,cough,5,4,4,0.5555555555555556,0.5555555555555556,0.5555555555555556,21,9,7.91
49661,1,walk,nothing,laugh,0,0,0,nan,nan,nan,0,0,9.72
49661,1,walk,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,12.06
49661,1,walk,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,13.07
49661,1,walk,someone_else_cough,cough,8,5,2,0.8,0.6153846153846154,0.6956521739130435,13,10,11.44
49661,1,walk,someone_else_cough,laugh,0,6,0,nan,0.0,0.0,8,0,11.34
49661,1,walk,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,11.65
49661,1,walk,someone_else_cough,throat_clearing,0,2,0,nan,0.0,0.0,2,0,10.82
49661,1,walk,traffic,cough,5,5,5,0.5,0.5,0.5,13,10,10.88
49661,1,walk,traffic,laugh,0,1,0,nan,0.0,0.0,1,0,12.25
49661,1,walk,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,11.73
49661,1,walk,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,10.49
49661,2,sit,music,cough,7,4,4,0.6363636363636364,0.6363636363636364,0.6363636363636364,19,11,9.78
49661,2,sit,music,laugh,0,0,0,nan,nan,nan,0,0,10.08
49661,2,sit,music,deep_breathing,0,0,0,nan,nan,nan,0,0,10.55
49661,2,sit,music,throat_clearing,0,0,0,nan,nan,nan,0,0,12.25
49661,2,sit,nothing,cough,6,2,4,0.6,0.75,0.6666666666666666,10,10,9.3
49661,2,sit,nothing,laugh,0,0,0,nan,nan,nan,0,0,9.55
49661,2,sit,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,13.47
49661,2,sit,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,9.14
49661,2,sit,someone_else_cough,cough,7,1,2,0.7777777777777778,0.875,0.8235294117647058,12,9,9.38
49661,2,sit,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,9.81
49661,2,sit,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,10.32
49661,2,sit,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,9.18
49661,2,sit,traffic,cough,8,3,1,0.8888888888888888,0.7272727272727273,0.8,16,9,9.89
49661,2,sit,traffic,laugh,0,0,0,nan,nan,nan,0,0,9.16
49661,2,sit,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,8.95
49661,2,sit,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,9.39
49661,2,walk,music,cough,6,3,5,0.5454545454545454,0.6666666666666666,0.6,14,11,10.04
49661,2,walk,music,laugh,0,0,0,nan,nan,nan,0,0,9.59
49661,2,walk,music,deep_breathing,0,0,0,nan,nan,nan,0,0,11.71
49661,2,walk,music,throat_clearing,0,0,0,nan,nan,nan,0,0,11.42
49661,2,walk,nothing,cough,6,5,4,0.6,0.5454545454545454,0.5714285714285714,14,10,9.11
49661,2,walk,nothing,laugh,0,0,0,nan,nan,nan,0,0,8.19
49661,2,walk,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,10.99
49661,2,walk,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,8.11
49661,2,walk,someone_else_cough,cough,5,3,6,0.45454545454545453,0.625,0.5263157894736842,17,11,10.73
49661,2,walk,someone_else_cough,laugh,0,3,0,nan,0.0,0.0,3,0,7.85
49661,2,walk,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,9.74
49661,2,walk,someone_else_cough,throat_clearing,0,5,0,nan,0.0,0.0,5,0,8.5
49661,2,walk,traffic,cough,8,3,5,0.6153846153846154,0.7272727272727273,0.6666666666666666,15,13,8.86
49661,2,walk,traffic,laugh,0,3,0,nan,0.0,0.0,3,0,10.08
49661,2,walk,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,10.78
49661,2,walk,traffic,throat_clearing,0,1,0,nan,0.0,0.0,1,0,10.24
49661,3,sit,music,cough,8,2,1,0.8888888888888888,0.8,0.8421052631578947,19,9,7.51
49661,3,sit,music,laugh,0,1,0,nan,0.0,0.0,1,0,10.88
49661,3,sit,music,deep_breathing,0,0,0,nan,nan,nan,0,0,11.5
49661,3,sit,music,throat_clearing,0,0,0,nan,nan,nan,0,0,8.7
49661,3,sit,nothing,cough,4,3,5,0.4444444444444444,0.5714285714285714,0.5,9,9,8.55
49661,3,sit,nothing,laugh,0,0,0,nan,nan,nan,0,0,9.88
49661,3,sit,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,10.85
49661,3,sit,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,9.86
49661,3,sit,someone_else_cough,cough,5,0,4,0.5555555555555556,1.0,0.7142857142857143,12,9,8.05
49661,3,sit,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,11.67
49661,3,sit,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,10.29
49661,3,sit,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,7.83
49661,3,sit,traffic,cough,10,1,0,1.0,0.9090909090909091,0.9523809523809523,19,10,8.09
49661,3,sit,traffic,laugh,0,0,0,nan,nan,nan,0,0,10.16
49661,3,sit,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,12.17
49661,3,sit,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,8.29
49661,3,walk,music,cough,13,3,1,0.9285714285714286,0.8125,0.8666666666666667,22,14,9.11
49661,3,walk,music,laugh,0,1,0,nan,0.0,0.0,1,0,11.41
49661,3,walk,music,deep_breathing,0,0,0,nan,nan,nan,0,0,10.38
49661,3,walk,music,throat_clearing,0,0,0,nan,nan,nan,0,0,10.55
49661,3,walk,nothing,cough,9,2,2,0.8181818181818182,0.8181818181818182,0.8181818181818182,15,11,8.78
49661,3,walk,nothing,laugh,0,0,0,nan,nan,nan,0,0,10.47
49661,3,walk,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,10.65
49661,3,walk,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,9.84
49661,3,walk,someone_else_cough,cough,7,4,3,0.7,0.6363636363636364,0.6666666666666666,11,10,8.06
49661,3,walk,someone_else_cough,laugh,0,0,0,nan,nan,nan,0,0,10.32
49661,3,walk,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,9.84
49661,3,walk,someone_else_cough,throat_clearing,0,0,0,nan,nan,nan,0,0,8.85
49661,3,walk,traffic,cough,9,1,2,0.8181818181818182,0.9,0.8571428571428571,16,11,8.82
49661,3,walk,traffic,laugh,0,0,0,nan,nan,nan,0,0,11.75
49661,3,walk,traffic,deep_breathing,0,0,0,nan,nan,nan,0,0,9.33
49661,3,walk,traffic,throat_clearing,0,0,0,nan,nan,nan,0,0,10.1
55502,1,sit,music,cough,9,1,6,0.6,0.9,0.72,19,15,8.22
55502,1,sit,music,laugh,0,0,0,nan,nan,nan,0,0,9.12
55502,1,sit,music,deep_breathing,0,0,0,nan,nan,nan,0,0,10.33
55502,1,sit,music,throat_clearing,0,0,0,nan,nan,nan,0,0,12.25
55502,1,sit,nothing,cough,6,1,3,0.6666666666666666,0.8571428571428571,0.75,15,9,7.26
55502,1,sit,nothing,laugh,0,0,0,nan,nan,nan,0,0,7.21
55502,1,sit,nothing,deep_breathing,0,0,0,nan,nan,nan,0,0,10.9
55502,1,sit,nothing,throat_clearing,0,0,0,nan,nan,nan,0,0,8.53
55502,1,sit,someone_else_cough,cough,14,1,4,0.7777777777777778,0.9333333333333333,0.8484848484848485,29,18,11.31
55502,1,sit,someone_else_cough,laugh,0,1,0,nan,0.0,0.0,1,0,8.7
55502,1,sit,someone_else_cough,deep_breathing,0,0,0,nan,nan,nan,0,0,10.47
